#{"t_start": 1769877804.0415854, "env_id": "SocNavGym-v1"}
r,l,t
104.978731,71,2238.67903
101.745412,29,2238.974241
101.354265,36,2239.344109
100.454344,14,2239.502624
101.289552,20,2239.727027
103.028569,42,2240.141018
102.713737,112,2241.179559
101.172228,28,2241.475995
100.934956,20,2241.690731
104.273283,57,2242.249856
76.965201,188,2244.021833
102.899549,47,2244.49293
87.476287,191,2246.304511
104.624381,71,2246.935687
102.207618,32,2247.240378
107.728156,108,2248.152386
105.019975,63,2248.714051
100.930752,23,2248.94669
102.025483,28,2249.222821
102.791146,73,2249.866498
102.480977,49,2250.318242
102.943912,40,2250.695144
102.980486,113,2251.630712
72.151344,64,2252.178789
105.316853,131,2253.258564
103.527929,43,2253.664141
106.083583,157,2255.165267
104.007314,150,2257.335436
99.976347,60,2257.899482
102.940972,52,2258.395278
105.920167,126,2259.544091
101.910576,122,2260.653743
102.9053,38,2261.02878
105.971782,86,2261.82884
101.186813,223,2263.686772
103.170949,41,2264.111947
103.266805,75,2264.818937
101.179285,14,2264.988681
102.798348,35,2265.346361
103.743747,45,2265.759234
102.313874,71,2266.371924
101.181677,52,2266.832792
103.062398,60,2267.345079
101.167164,70,2267.923446
101.75199,38,2268.263631
101.462934,174,2269.677126
-566.640331,600,2274.613552
104.944728,67,2275.198498
102.465444,105,2276.065491
99.992833,72,2276.67644
84.211898,134,2277.839702
107.395282,110,2278.777707
104.021207,70,2279.397321
107.01864,110,2280.34891
104.371124,62,2280.893413
103.37971,61,2281.426392
103.525137,80,2282.088422
4.616091,184,2283.693077
72.817709,245,2285.700758
106.027675,96,2286.516521
102.403403,34,2286.847426
104.410569,112,2287.793234
104.219859,53,2288.253506
105.489,70,2288.860708
103.770041,49,2289.310886
105.576416,79,2289.991193
100.333736,102,2290.840188
108.457852,132,2291.939564
102.144415,177,2293.43814
101.420966,73,2294.030412
104.822953,140,2295.166287
99.110386,68,2295.763124
106.124064,73,2296.526686
103.289652,51,2296.960636
109.318827,190,2298.510992
103.954578,49,2298.946699
101.674868,27,2299.198351
-537.116792,600,2304.534277
104.518285,68,2305.13794
102.566721,39,2305.49245
106.495901,187,2306.989013
104.950259,71,2307.614138
102.167603,29,2307.893857
-503.226231,600,2312.911799
100.718832,42,2313.275352
105.830918,129,2314.332382
102.46242,32,2314.627248
103.982839,59,2315.14531
103.611328,97,2315.95631
102.622834,114,2316.886462
102.707696,96,2317.660514
104.350339,53,2318.122519
104.998624,62,2318.651242
103.097709,46,2319.056317
106.153542,133,2320.156041
100.952261,31,2320.444225
102.924814,104,2321.290649
102.97569,40,2321.645983
100.79518,155,2322.952781
103.03834,39,2323.308645
103.786937,55,2323.790486
102.076523,44,2324.18217
106.317729,114,2325.097483
104.329619,87,2325.84706
106.554503,83,2326.554861
101.577562,18,2326.743187
103.929894,62,2327.264195
102.117201,28,2327.523002
103.85141,123,2328.516577
100.724804,41,2328.87017
105.100858,64,2329.407298
100.740317,26,2329.642957
97.4136,221,2331.419994
100.441947,7,2331.518654
101.508642,28,2331.779884
107.704053,106,2332.672566
103.101215,44,2333.075612
102.450801,152,2334.262497
103.529481,236,2336.111488
102.879072,34,2336.430898
101.186657,18,2336.611571
104.58731,97,2337.42144
105.233573,65,2337.973217
101.272575,73,2338.571252
100.560065,8,2338.673099
104.821847,55,2339.173212
104.224235,53,2339.629215
107.614137,107,2340.552906
101.99765,37,2340.883692
-556.50093,600,2346.232022
104.398466,139,2347.381461
102.871537,59,2347.893179
101.464038,29,2348.173047
107.435697,91,2348.957024
103.191551,49,2349.392126
105.96457,76,2350.0424
100.831374,31,2350.335557
101.013675,114,2351.264881
104.124938,81,2351.94178
103.585524,67,2352.512734
103.684595,57,2353.010842
106.443305,117,2353.995779
100.881499,15,2354.160483
106.655897,140,2355.312927
103.700761,49,2355.745277
105.214553,129,2356.82789
103.29946,141,2357.96538
103.638754,75,2358.615208
105.433008,63,2359.15295
103.843936,50,2359.608603
101.122139,21,2359.806756
104.040531,55,2360.285594
104.570027,122,2361.278274
73.97029,114,2362.274359
102.825418,66,2362.829696
104.375784,56,2363.288222
103.938506,68,2363.878629
103.56938,60,2364.398071
103.70297,74,2365.026444
100.644682,13,2365.165375
101.844006,27,2365.425203
102.641595,33,2365.727044
105.277678,82,2366.431675
99.082958,128,2367.478754
74.633348,153,2368.745854
103.59476,55,2369.217619
98.534181,34,2369.523
102.9704,133,2370.593805
104.772344,64,2371.146371
106.762892,97,2371.958905
107.711783,100,2372.776438
103.821256,95,2373.569616
101.273619,176,2374.946475
104.767502,112,2375.87257
104.167355,149,2377.066293
102.004437,29,2377.329901
103.589805,66,2377.887964
101.687854,199,2379.456197
102.284288,30,2379.74404
105.837131,154,2380.954284
101.37766,22,2381.16958
102.932018,61,2381.689702
102.91281,108,2382.585009
105.23564,59,2383.102024
104.712978,51,2383.539953
105.885238,80,2384.212746
103.203749,77,2384.834914
101.097828,17,2385.002931
104.574536,120,2385.97513
102.930432,36,2386.312204
100.889603,76,2386.938671
104.385768,161,2388.184464
98.658483,19,2388.375669
102.146713,28,2388.639943
104.838788,86,2389.379031
100.091477,69,2389.935827
101.45757,20,2390.132809
103.905062,47,2390.544104
103.238542,46,2390.956393
102.332718,54,2391.434219
105.394945,85,2392.150995
98.717173,126,2393.133399
103.472067,93,2393.894365
104.22734,78,2394.558481
103.72683,47,2394.981611
101.447659,20,2395.172861
104.79965,81,2395.849441
106.577257,146,2397.005423
99.488069,102,2397.822362
103.509815,82,2398.472191
96.005014,154,2399.742623
103.614586,113,2400.688854
106.713678,80,2401.399546
106.323872,68,2402.014848
103.30186,38,2402.373722
99.917083,72,2402.968003
101.680316,37,2403.310054
106.623387,81,2404.040468
100.983393,13,2404.193899
102.844995,60,2404.746422
101.806773,90,2405.567339
101.262195,68,2406.171691
102.879597,69,2406.808316
100.645136,221,2408.611429
100.110319,49,2409.063067
104.823454,94,2409.885262
108.160418,126,2411.003486
104.519353,76,2411.675158
101.340425,34,2412.001897
103.039887,44,2412.41217
104.279308,54,2412.906111
95.681217,73,2413.532685
103.099701,84,2414.261306
103.25213,85,2415.008818
105.519048,134,2416.151518
102.920442,58,2416.654078
105.605,292,2419.109639
103.643057,44,2419.530716
104.19118,81,2420.257834
102.273576,35,2420.596438
101.450232,301,2423.24995
103.943642,114,2424.304984
103.410428,105,2425.229975
104.436798,109,2426.183933
102.04982,26,2426.439147
-51.06222,289,2428.943135
107.550657,189,2430.523386
105.081385,134,2431.633856
92.618995,100,2432.511722
102.185328,63,2433.05944
102.328137,61,2433.578852
101.561204,132,2434.653697
103.864527,66,2435.227527
100.791544,10,2435.35077
106.190641,87,2436.104043
104.451205,48,2436.542561
110.277844,132,2437.685191
106.592658,127,2438.720876
102.948489,64,2439.267665
105.521919,71,2439.87208
99.732486,56,2440.350467
101.636869,20,2440.553844
101.937626,25,2440.798958
107.237085,139,2441.902024
104.740847,73,2442.531258
105.168024,84,2443.239014
100.642643,10,2443.368791
97.585925,204,2445.021517
106.711305,111,2445.970164
103.985558,84,2446.687414
100.87299,12,2446.826571
102.637316,38,2447.16774
103.181097,59,2447.71367
106.578346,112,2448.648924
103.718789,43,2449.047873
106.676848,98,2449.863432
102.505028,40,2450.239125
103.977211,53,2450.692138
103.683324,57,2451.199161
105.937039,86,2451.930919
102.507908,37,2452.282461
100.199878,81,2452.957047
102.257936,32,2453.256314
102.048364,49,2453.684173
100.987556,15,2453.850888
100.972317,15,2454.011719
103.97558,72,2454.647818
104.689274,54,2455.117313
103.408765,61,2455.655323
105.80904,86,2456.391462
102.479564,58,2456.902315
106.705886,103,2457.765452
105.859766,93,2458.5503
102.56879,102,2459.398141
104.289989,124,2460.407237
106.886961,110,2461.345981
102.938358,68,2461.93301
102.741113,72,2462.54995
105.002945,67,2463.158765
103.00732,47,2463.606446
100.724715,174,2465.038417
106.981405,78,2465.706159
105.082785,61,2466.248743
101.660633,37,2466.594795
107.176035,93,2467.432867
102.863263,39,2467.809242
103.273933,50,2468.26693
101.793346,22,2468.487264
103.698422,220,2470.32007
105.596064,114,2471.308515
101.588097,95,2472.099046
103.945369,47,2472.539537
104.004138,106,2473.439133
103.392288,67,2474.01443
101.634693,24,2474.245076
103.626746,46,2474.667897
103.255547,55,2475.170668
101.886053,32,2475.469007
97.493043,89,2476.216331
105.26423,86,2476.971338
105.719179,72,2477.617522
98.249754,136,2478.830174
104.70145,69,2479.453575
102.329626,53,2479.906991
102.86569,38,2480.266429
103.530133,52,2480.728936
103.147035,180,2482.237084
105.535123,81,2482.97563
104.855469,60,2483.525415
103.626162,41,2483.902987
101.406826,57,2484.418668
105.984545,99,2485.289536
105.723188,81,2485.999818
102.283229,146,2487.27111
-545.276236,600,2492.478627
107.494558,91,2493.276339
102.260568,29,2493.563001
101.936917,29,2493.83888
104.252986,139,2495.02913
99.729663,103,2495.945818
105.947378,77,2496.653919
104.664043,55,2497.155893
100.965265,22,2497.377884
96.029226,92,2498.166502
102.839217,58,2498.682939
-548.015609,600,2503.783132
103.471839,54,2504.273074
102.233313,48,2504.727049
102.751759,38,2505.079708
105.884917,82,2505.816098
104.41398,71,2506.415241
105.430861,75,2507.114226
101.908732,69,2507.694742
105.605643,65,2508.265323
101.728296,163,2509.630647
107.282183,176,2511.139776
102.477872,71,2511.795392
102.580028,38,2512.17182
104.496399,71,2512.844796
103.115226,38,2513.229856
105.120336,95,2514.127251
102.498644,77,2514.842517
108.103498,102,2515.800075
104.53992,87,2516.639228
103.535116,104,2517.583173
103.889254,55,2518.102025
108.287178,114,2519.15634
104.882048,109,2520.155125
104.595968,57,2520.722501
101.982064,28,2521.007571
103.977567,95,2521.851521
103.315916,44,2522.280461
102.931336,47,2522.734117
106.702285,187,2524.409154
87.739743,187,2526.08006
105.222282,161,2527.52909
102.321344,38,2527.885943
106.009992,179,2529.436424
105.146316,114,2530.440154
107.881362,235,2532.484872
100.456431,68,2533.116543
102.91068,85,2533.891163
103.565164,46,2534.342921
104.586194,58,2534.873095
102.88957,35,2535.221608
101.67802,27,2535.493116
106.909901,91,2536.32007
104.396712,59,2536.896282
104.958455,256,2539.279731
104.361608,73,2539.963346
101.373375,26,2540.228442
103.316173,49,2540.663001
105.001281,67,2541.291408
104.113254,49,2541.760427
106.436063,120,2543.440929
102.83907,37,2545.913359
107.223903,107,2547.294496
102.97701,44,2547.760684
108.561601,250,2550.001055
106.866574,89,2550.810419
97.09508,139,2551.973729
103.697403,113,2552.969944
105.101452,87,2553.742577
105.775733,105,2554.6713
105.37277,77,2555.383727
104.566956,166,2556.845282
104.960091,71,2557.506603
103.611586,78,2558.215467
97.888876,159,2559.631178
99.90795,104,2560.502071
104.048335,106,2561.474056
-490.736265,600,2566.476789
101.822931,30,2566.772468
101.563591,40,2567.162782
102.954153,54,2567.656113
100.408212,43,2568.044033
102.732624,44,2568.448843
96.325025,65,2569.039847
105.826482,116,2570.068406
102.098019,31,2570.367869
102.660996,114,2571.359536
101.121878,18,2571.55374
100.892527,17,2571.724209
99.15804,112,2572.682547
101.655272,142,2573.883581
106.168473,81,2574.620671
103.158886,38,2574.97137
106.409202,118,2576.012839
103.184185,94,2576.824645
106.117757,133,2577.973547
101.143993,36,2578.315034
-532.274099,600,2583.241487
54.199353,179,2584.762418
102.171658,35,2585.087268
104.124132,52,2585.556222
103.003528,36,2585.906408
105.293528,68,2586.537851
99.847991,52,2587.03931
100.834953,181,2588.591195
104.448233,66,2589.180497
103.477237,43,2589.633342
103.56215,42,2590.064647
105.391514,135,2591.440339
102.282276,42,2591.82291
103.266797,60,2592.353902
107.838552,152,2593.614587
101.274726,19,2593.812826
104.150712,65,2594.38249
101.661984,24,2594.610175
102.726489,31,2594.897449
102.2036,27,2595.159752
102.21539,32,2595.462378
107.114761,132,2596.630732
103.015677,47,2597.086059
75.741383,189,2598.765422
104.602045,89,2599.524524
101.595224,85,2600.257313
104.148523,50,2600.704583
104.332976,56,2601.198516
105.496158,231,2603.056005
106.908832,206,2604.733742
105.678944,122,2605.747395
104.662681,107,2606.627646
104.38722,73,2607.278277
105.482883,62,2607.871371
105.746393,144,2609.108283
103.406341,46,2609.559472
104.4234,91,2610.31288
101.021353,67,2610.849179
106.354731,73,2611.454858
103.393946,38,2611.803646
107.787507,94,2612.576789
103.185142,126,2613.582044
104.78828,112,2614.498944
103.500374,53,2614.950989
104.096857,51,2615.39465
102.080339,205,2617.007246
100.726139,12,2617.141546
100.571385,60,2617.654626
105.975379,91,2618.463475
106.329774,74,2619.160202
104.860719,73,2619.828003
-578.971289,600,2624.785411
104.819933,70,2625.400088
106.164843,88,2626.137989
104.985689,96,2626.930948
106.07337,84,2627.667597
100.198671,195,2629.286874
105.769844,156,2630.618141
107.403567,95,2631.409919
100.307022,6,2631.494731
100.972631,13,2631.63092
103.394585,40,2632.002741
103.966106,150,2633.210984
105.395608,78,2633.869172
105.294059,132,2635.037857
99.419838,193,2637.698176
102.744779,68,2638.269683
102.473392,79,2638.933161
102.81926,42,2639.297904
103.963719,106,2640.153587
104.395857,68,2640.753046
107.763283,158,2642.113964
100.667328,14,2642.263165
102.196944,30,2642.548953
83.375642,175,2644.101447
102.413627,131,2645.202626
106.460608,100,2646.119772
102.131976,47,2646.568601
103.291306,40,2646.958087
108.017229,97,2647.849332
104.854521,67,2648.481676
104.695734,69,2649.110654
103.625538,51,2649.566227
101.986397,38,2649.935565
107.874455,193,2651.716711
108.073337,141,2652.924493
105.61402,107,2653.879246
101.91316,110,2654.882152
107.055471,152,2656.200996
103.206272,83,2656.94224
100.552541,82,2657.700096
102.224925,30,2658.016344
96.066674,189,2659.608386
103.977434,52,2660.10296
105.777906,97,2660.929921
51.665324,188,2662.544371
100.877315,36,2662.889832
102.982485,53,2663.378069
101.585745,145,2664.64053
101.729033,89,2665.438314
104.674528,138,2666.654407
102.460247,34,2666.980082
100.761783,56,2667.529339
105.669097,64,2668.141293
103.584534,133,2669.311772
104.148325,57,2669.837666
72.640522,440,2673.517205
101.699385,75,2674.169264
100.742669,158,2675.435351
104.519387,89,2676.191343
100.625749,66,2676.782259
103.413789,43,2677.196106
102.834499,91,2677.969976
101.129685,18,2678.166675
103.403944,47,2678.607714
104.983882,122,2679.65823
100.6637,9,2679.796532
103.231548,166,2681.348865
103.593432,71,2681.985652
106.028331,84,2682.71278
104.045237,57,2683.20426
103.243045,254,2685.242713
104.418906,55,2685.711756
100.654541,9,2685.829626
103.443234,42,2686.222713
104.961111,109,2687.190823
100.934894,16,2687.368278
102.1105,29,2687.652717
100.692763,9,2687.771701
107.181292,85,2688.531652
98.898671,64,2689.096584
100.895499,12,2689.237478
100.746447,11,2689.374477
102.285535,28,2689.6452
100.641627,19,2689.839072
107.658734,185,2691.327832
104.547417,59,2691.827286
101.53977,23,2692.059761
102.201197,36,2692.397347
106.093161,96,2693.212664
104.87166,84,2693.936014
102.515957,68,2694.541842
106.283775,82,2695.241139
103.735824,51,2695.713743
107.148845,95,2696.531566
107.459023,100,2697.3903
100.535026,46,2697.787892
101.958599,31,2698.08296
100.69609,42,2698.448363
107.217118,98,2699.287801
104.447053,61,2699.824245
102.024009,72,2700.47981
101.55425,19,2700.675074
103.137291,52,2701.1649
103.286701,83,2701.911875
103.639664,126,2703.090775
106.93803,94,2704.016385
101.363297,63,2704.608061
105.904892,75,2705.298369
-550.616291,600,2710.556126
102.713657,100,2711.406873
103.180241,64,2711.997963
102.071541,28,2712.282044
101.478498,23,2712.5132
104.481204,63,2713.088439
102.346825,50,2713.534703
79.710257,161,2714.958589
101.832484,47,2715.38688
106.087396,84,2716.13327
84.659926,51,2716.592
102.257064,46,2717.020803
104.187007,45,2717.440136
103.768074,73,2718.071289
42.496917,310,2720.824208
103.807609,55,2721.309026
